16.03.2018  15:04:48	SNEM	15:09:07	00:04:19	259	06:05:18	21918
16.03.2018  15:09:07	SNEM	15:20:17	00:11:10	670	06:16:28	22588
16.03.2018  15:22:34	SNEM	15:22:36	00:00:02	2	06:16:30	22590
16.03.2018  15:22:37	SNEM	15:40:21	00:17:44	1064	06:34:14	23654
16.03.2018  15:40:21	SNEM	15:42:50	00:02:29	149	06:36:43	23803
16.03.2018  15:42:50	SNEM	15:53:15	00:10:25	625	06:47:08	24428
16.03.2018  15:53:16	SNEM	15:55:21	00:02:05	125	06:49:13	24553
16.03.2018  15:55:22	SNEM	15:57:13	00:01:51	111	06:51:04	24664
16.03.2018  15:57:14	SNEM	16:03:27	00:06:13	373	06:57:17	25037
16.03.2018  16:03:27	SNEM	16:05:10	00:01:43	103	06:59:00	25140
16.03.2018  16:05:11	SNEM	16:06:35	00:01:24	84	07:00:24	25224
18.03.2018  11:47:04	SNEM	11:49:45	00:02:41	161	07:03:05	25385
18.03.2018  11:49:46	SNEM	11:53:27	00:03:41	221	07:06:46	25606
18.03.2018  11:53:27	SNEM	11:54:08	00:00:41	41	07:07:27	25647
18.03.2018  11:54:09	SNEM	11:58:16	00:04:07	247	07:11:34	25894
18.03.2018  11:58:16	SNEM	12:01:12	00:02:56	176	07:14:30	26070
18.03.2018  12:01:13	SNEM	12:03:41	00:02:28	148	07:16:58	26218
18.03.2018  12:03:41	SNEM	12:06:32	00:02:51	171	07:19:49	26389
18.03.2018  12:09:30	SNEM	12:12:02	00:02:32	152	07:22:21	26541
18.03.2018  12:12:02	SNEM	12:12:59	00:00:57	57	07:23:18	26598
18.03.2018  12:12:59	SNEM	12:16:24	00:03:25	205	07:26:43	26803
18.03.2018  12:16:24	SNEM	12:18:54	00:02:30	150	07:29:13	26953
18.03.2018  12:18:54	SNEM	12:20:48	00:01:54	114	07:31:07	27067
18.03.2018  12:20:48	SNEM	12:29:00	00:08:12	492	07:39:19	27559
18.03.2018  12:29:00	SNEM	12:30:14	00:01:14	74	07:40:33	27633
18.03.2018  12:30:14	SNEM	12:32:31	00:02:17	137	07:42:50	27770
18.03.2018  12:32:32	SNEM	12:35:17	00:02:45	165	07:45:35	27935
18.03.2018  12:35:17	SNEM	12:36:20	00:01:03	63	07:46:38	27998
18.03.2018  12:39:03	SNEM	12:41:44	00:02:41	161	07:49:19	28159
18.03.2018  12:41:44	SNEM	12:43:22	00:01:38	98	07:50:57	28257
18.03.2018  12:43:22	SNEM	12:45:19	00:01:57	117	07:52:54	28374
18.03.2018  12:45:19	SNEM	12:49:42	00:04:23	263	07:57:17	28637
18.03.2018  12:49:43	SNEM	12:51:38	00:01:55	115	07:59:12	28752
18.03.2018  13:21:13	SNEM	13:22:25	00:01:12	72	08:00:24	28824
18.03.2018  13:22:25	SNEM	13:23:02	00:00:37	37	08:01:01	28861
18.03.2018  13:23:02	SNEM	13:25:53	00:02:51	171	08:03:52	29032
18.03.2018  13:25:54	SNEM	13:30:36	00:04:42	282	08:08:34	29314
18.03.2018  13:30:36	SNEM	13:37:38	00:07:02	422	08:15:36	29736
18.03.2018  13:37:40	SNEM	13:39:38	00:01:58	118	08:17:34	29854
18.03.2018  13:39:39	SNEM	13:41:30	00:01:51	111	08:19:25	29965
18.03.2018  13:41:30	SNEM	13:44:36	00:03:06	186	08:22:31	30151
18.03.2018  13:44:36	SNEM	13:47:36	00:03:00	180	08:25:31	30331
18.03.2018  13:47:36	SNEM	13:49:11	00:01:35	95	08:27:06	30426
18.03.2018  13:49:11	SNEM	13:52:10	00:02:59	179	08:30:05	30605
18.03.2018  13:52:10	SNEM	13:53:39	00:01:29	89	08:31:34	30694
18.03.2018  13:53:40	SNEM	13:56:18	00:02:38	158	08:34:12	30852
18.03.2018  13:56:40	SNEM	13:59:38	00:02:58	178	08:37:10	31030
18.03.2018  13:59:38	SNEM	14:00:44	00:01:06	66	08:38:16	31096
18.03.2018  14:00:44	SNEM	14:01:37	00:00:53	53	08:39:09	31149
18.03.2018  14:01:37	SNEM	14:09:14	00:07:37	457	08:46:46	31606
18.03.2018  14:09:15	SNEM	14:10:26	00:01:11	71	08:47:57	31677
18.03.2018  14:10:26	SNEM	14:11:34	00:01:08	68	08:49:05	31745
18.03.2018  14:11:35	SNEM	14:13:14	00:01:39	99	08:50:44	31844
18.03.2018  14:13:15	SNEM	14:14:54	00:01:39	99	08:52:23	31943
18.03.2018  14:14:54	SNEM	14:24:09	00:09:15	555	09:01:38	32498
18.03.2018  14:24:09	SNEM	14:25:24	00:01:15	75	09:02:53	32573
18.03.2018  14:25:24	SNEM	14:26:32	00:01:08	68	09:04:01	32641
18.03.2018  14:26:32	SNEM	14:28:54	00:02:22	142	09:06:23	32783
18.03.2018  14:24:09	SNEM	14:25:24	00:01:15	75	09:02:53	32573
18.03.2018  14:47:45	SNEM	14:50:38	00:02:53	173	09:28:07	34087
18.03.2018  14:50:38	SNEM	14:59:41	00:09:03	543	09:37:10	34630
19.03.2018  11:05:11	SNEM	11:07:15	00:02:04	124	09:39:14	34754
19.03.2018  11:07:16	SNEM	11:09:12	00:01:56	116	09:41:10	34870
19.03.2018  11:09:12	SNEM	11:10:01	00:00:49	49	09:41:59	34919
19.03.2018  11:10:01	SNEM	11:12:24	00:02:23	143	09:44:22	35062
19.03.2018  11:12:24	SNEM	11:13:45	00:01:21	81	09:45:43	35143
19.03.2018  11:13:45	SNEM	11:21:26	00:07:41	461	09:53:24	35604
19.03.2018  11:21:26	SNEM	11:23:53	00:02:27	147	09:55:51	35751
19.03.2018  11:23:53	SNEM	11:29:13	00:05:20	320	10:01:11	36071
19.03.2018  11:29:13	SNEM	11:31:11	00:01:58	118	10:03:09	36189
19.03.2018  11:31:11	SNEM	11:33:31	00:02:20	140	10:05:29	36329
19.03.2018  11:33:31	SNEM	11:51:11	00:17:40	1060	10:23:09	37389
19.03.2018  12:58:14	SNEM	13:03:11	00:04:57	297	10:28:06	37686
19.03.2018  13:11:49	SNEM	13:24:58	00:13:09	789	10:41:15	38475
19.03.2018  13:24:58	SNEM	13:25:35	00:00:37	37	10:41:52	38512
19.03.2018  13:25:36	SNEM	13:28:59	00:03:23	203	10:45:15	38715
19.03.2018  13:28:59	SNEM	13:30:35	00:01:36	96	10:46:51	38811
19.03.2018  13:47:43	SNEM	13:47:49	00:00:06	6	10:46:57	38817
19.03.2018  13:47:49	SNEM	13:49:06	00:01:17	77	10:48:14	38894
